PheWAS_ID,broad_catagory,category,phenotype,range_ID,sex,field_code,QC_flag_ID,QC_filter_values,first_last_max_min_value,date_code,age_code,case_code,control_code,exclude_case_control_crossover,included_in_analysis,quant_combination,primary_care_code_list,limits,lower_limit,upper_limit,transformation,analysis,age_col,pheno_group,short_desc,group_narrow,concept_name,concept_description,Notes
P38.3,Phenotype,Phecode,Bacteremia,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Bacteremia (Phecode),Infectious diseases,NA,NA,NA
P380,Phenotype,Phecode,Disorders of external ear,R_79,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Disorders of external ear (Phecode),Sense organs,NA,NA,NA
P380.1,Phenotype,Phecode,Otitis externa,R_79,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otitis externa (Phecode),Sense organs,NA,NA,NA
P380.4,Phenotype,Phecode,Impacted cerumen,R_79,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Impacted cerumen (Phecode),Sense organs,NA,NA,NA
P381,Phenotype,Phecode,Otitis media and Eustachian tube disorders,R_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otitis media and Eustachian tube disorders (Phecode),Sense organs,NA,NA,NA
P381.1,Phenotype,Phecode,Otitis media,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otitis media (Phecode),Sense organs,NA,NA,NA
P381.11,Phenotype,Phecode,Suppurative and unspecified otitis media,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Suppurative and unspecified otitis media (Phecode),Sense organs,NA,NA,NA
P381.2,Phenotype,Phecode,Eustachian tube disorders,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Eustachian tube disorders (Phecode),Sense organs,NA,NA,NA
P381.3,Phenotype,Phecode,Mastoiditis & related conditions,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Mastoiditis & related conditions (Phecode),Sense organs,NA,NA,NA
P381.9,Phenotype,Phecode,Otorrhea,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otorrhea (Phecode),Sense organs,NA,NA,NA
P382,Phenotype,Phecode,Otalgia,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otalgia (Phecode),Sense organs,NA,NA,NA
P383,Phenotype,Phecode,Otosclerosis,R_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Otosclerosis (Phecode),Sense organs,NA,NA,NA
P384,Phenotype,Phecode,Other disorders of tympanic membrane,R_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other disorders of tympanic membrane (Phecode),Sense organs,NA,NA,NA
P384.1,Phenotype,Phecode,Myringitis,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Myringitis (Phecode),Sense organs,NA,NA,NA
P384.4,Phenotype,Phecode,Perforation of tympanic membrane,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Perforation of tympanic membrane (Phecode),Sense organs,NA,NA,NA
P385,Phenotype,Phecode,Other disorders of middle ear and mastoid,R_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other disorders of middle ear and mastoid (Phecode),Sense organs,NA,NA,NA
P385.3,Phenotype,Phecode,Cholesteatoma,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Cholesteatoma (Phecode),Sense organs,NA,NA,NA
P385.5,Phenotype,Phecode,Tympanosclerosis and middle ear disease related to otitis media,R_80,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Middle ear disease related to otitis media (Phecode),Sense organs,NA,NA,NA
P386,Phenotype,Phecode,Vertiginous syndromes and other disorders of vestibular system,R_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other disorders of vestibular system (Phecode),Sense organs,NA,NA,NA
P386.1,Phenotype,Phecode,Meniere's disease,R_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Meniere's disease (Phecode),Sense organs,NA,NA,NA
P386.2,Phenotype,Phecode,Peripheral or central vertigo,R_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Peripheral or central vertigo (Phecode),Sense organs,NA,NA,NA
P386.21,Phenotype,Phecode,Central origin vertigo,R_81,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Central origin vertigo (Phecode),Sense organs,NA,NA,NA
P386.3,Phenotype,Phecode,Labyrinthitis,R_81,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Labyrinthitis (Phecode),Sense organs,NA,NA,NA
P386.9,Phenotype,Phecode,Dizziness and giddiness (Light-headedness and vertigo),R_81,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Dizziness and giddiness (Phecode),Sense organs,NA,NA,NA
P388,Phenotype,Phecode,Other disorders of ear,R_82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Other disorders of ear (Phecode),Sense organs,NA,NA,NA
P389,Phenotype,Phecode,Hearing loss,R_82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Hearing loss (Phecode),Safety,NA,NA,NA
P389.1,Phenotype,Phecode,Sensorineural hearing loss,R_82,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Sensorineural hearing loss (Phecode),Safety,NA,NA,NA
P389.2,Phenotype,Phecode,Conductive hearing loss,R_82,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Conductive hearing loss (Phecode),Safety,NA,NA,NA
P389.3,Phenotype,Phecode,Degenerative and vascular disorders of ear,R_82,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Degenerative and vascular disorders of ear (Phecode),Sense organs,NA,NA,NA
P389.4,Phenotype,Phecode,Tinnitus,R_82,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Tinnitus (Phecode),Sense organs,NA,NA,NA
P389.5,Phenotype,Phecode,Disorders of acoustic nerve,R_82,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Sense organs,Disorders of acoustic nerve (Phecode),Sense organs,NA,NA,NA
P394,Phenotype,Phecode,Rheumatic disease of the heart valves,R_83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Rheumatic disease of the heart valves (Phecode),Circulatory system,NA,NA,NA
P394.1,Phenotype,Phecode,Mitral valve stenosis and aortic valve stenosis,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Mitral valve stenosis and aortic valve stenosis (Phecode),Circulatory system,NA,NA,NA
P394.2,Phenotype,Phecode,Mitral valve disease,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Mitral valve disease (Phecode),Circulatory system,NA,NA,NA
P394.3,Phenotype,Phecode,Aortic valve disease,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aortic valve disease (Phecode),Circulatory system,NA,NA,NA
P394.4,Phenotype,Phecode,Acute rheumatic heart disease,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Acute rheumatic heart disease (Phecode),Circulatory system,NA,NA,NA
P394.7,Phenotype,Phecode,Disease of tricuspid valve,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Disease of tricuspid valve (Phecode),Circulatory system,NA,NA,NA
P395,Phenotype,Phecode,Heart valve disorders,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Heart valve disorders (Phecode),Circulatory system,NA,NA,NA
P395.1,Phenotype,Phecode,Nonrheumatic mitral valve disorders,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Nonrheumatic mitral valve disorders (Phecode),Circulatory system,NA,NA,NA
P395.2,Phenotype,Phecode,Nonrheumatic aortic valve disorders,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Nonrheumatic aortic valve disorders (Phecode),Circulatory system,NA,NA,NA
P395.3,Phenotype,Phecode,Nonrheumatic tricuspid valve disorders,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Nonrheumatic tricuspid valve disorders (Phecode),Circulatory system,NA,NA,NA
P395.4,Phenotype,Phecode,Nonrheumatic pulmonary valve disorders,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Nonrheumatic pulmonary valve disorders (Phecode),Circulatory system,NA,NA,NA
P395.6,Phenotype,Phecode,Heart valve replaced,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Heart valve replaced (Phecode),Circulatory system,NA,NA,NA
P396,Phenotype,Phecode,Abnormal heart sounds,R_83,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Abnormal heart sounds (Phecode),Circulatory system,NA,NA,NA
P401,Phenotype,Phecode,Hypertension,R_84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypertension (Phecode),Circulatory system,NA,NA,NA
P401.1,Phenotype,Phecode,Essential hypertension,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Essential hypertension (Phecode),Circulatory system,NA,NA,NA
P401.2,Phenotype,Phecode,Hypertensive heart and/or renal disease,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypertensive heart and/or renal disease (Phecode),Circulatory system,NA,NA,NA
P401.21,Phenotype,Phecode,Hypertensive heart disease,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypertensive heart disease (Phecode),Circulatory system,NA,NA,NA
P401.22,Phenotype,Phecode,Hypertensive chronic kidney disease,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypertensive chronic kidney disease (Phecode),Circulatory system,NA,NA,NA
P401.3,Phenotype,Phecode,Other hypertensive complications,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other hypertensive complications (Phecode),Circulatory system,NA,NA,NA
P402,Phenotype,Phecode,Elevated blood pressure reading without diagnosis of hypertension,R_84,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Elevated BP reading no HTN (Phecode),Circulatory system,NA,NA,NA
P41,Phenotype,Phecode,Bacterial infection NOS,R_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Bacterial infection NOS (Phecode),Infectious diseases,NA,NA,NA
P41.1,Phenotype,Phecode,Staphylococcus infections,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Staphylococcus infections (Phecode),Infectious diseases,NA,NA,NA
P41.11,Phenotype,Phecode,Methicillin sensitive Staphylococcus aureus,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Methicillin sensitive Staphylococcus aureus (Phecode),Infectious diseases,NA,NA,NA
P41.12,Phenotype,Phecode,Methicillin resistant Staphylococcus aureus,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Methicillin resistant Staphylococcus aureus (Phecode),Infectious diseases,NA,NA,NA
P41.2,Phenotype,Phecode,Streptococcus infection,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Streptococcus infection (Phecode),Infectious diseases,NA,NA,NA
P41.21,Phenotype,Phecode,Rheumatic fever / chorea,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Rheumatic fever / chorea (Phecode),Infectious diseases,NA,NA,NA
P41.4,Phenotype,Phecode,E. coli,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,E. coli (Phecode),Infectious diseases,NA,NA,NA
P41.8,Phenotype,Phecode,H. pylori,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,H. pylori (Phecode),Infectious diseases,NA,NA,NA
P41.9,Phenotype,Phecode,Infection with drug-resistant microorganisms,R_2,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Infectious diseases,Infection with drug-resistant microorganisms (Phecode),Infectious diseases,NA,NA,NA
P411,Phenotype,Phecode,Ischemic Heart Disease,R_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Ischemic Heart Disease (Phecode),Circulatory system,NA,NA,NA
P411.1,Phenotype,Phecode,Unstable angina (intermediate coronary syndrome),R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Unstable angina (intermediate coronary syndrome) (Phecode),Circulatory system,NA,NA,NA
P411.2,Phenotype,Phecode,Myocardial infarction,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Safety,Myocardial infarction (Phecode),Safety,NA,NA,NA
P411.3,Phenotype,Phecode,Angina pectoris,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Angina pectoris (Phecode),Circulatory system,NA,NA,NA
P411.4,Phenotype,Phecode,Coronary atherosclerosis,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Coronary atherosclerosis (Phecode),Circulatory system,NA,NA,NA
P411.41,Phenotype,Phecode,Aneurysm and dissection of heart,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Aneurysm and dissection of heart (Phecode),Circulatory system,NA,NA,NA
P411.8,Phenotype,Phecode,"Other chronic ischemic heart disease, unspecified",R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Other chronic ischemic heart disease, unspecified (Phecode)",Circulatory system,NA,NA,NA
P411.9,Phenotype,Phecode,Other acute and subacute forms of ischemic heart disease,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other acute forms of ischemic heart disease (Phecode),Circulatory system,NA,NA,NA
P414,Phenotype,Phecode,Other forms of chronic heart disease,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other forms of chronic heart disease (Phecode),Circulatory system,NA,NA,NA
P414.2,Phenotype,Phecode,ASCVD,R_85,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,ASCVD (Phecode),Circulatory system,NA,NA,NA
P415,Phenotype,Phecode,Pulmonary heart disease,R_86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Pulmonary heart disease (Phecode),Circulatory system,NA,NA,NA
P415.1,Phenotype,Phecode,Acute pulmonary heart disease,R_86,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Acute pulmonary heart disease (Phecode),Circulatory system,NA,NA,NA
P415.11,Phenotype,Phecode,"Pulmonary embolism and infarction, acute",R_86,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Pulmonary embolism and infarction, acute (Phecode)",Circulatory system,NA,NA,NA
P415.2,Phenotype,Phecode,Chronic pulmonary heart disease,R_86,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Chronic pulmonary heart disease (Phecode),Circulatory system,NA,NA,NA
P415.21,Phenotype,Phecode,Primary pulmonary hypertension,R_86,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Primary pulmonary hypertension (Phecode),Circulatory system,NA,NA,NA
P416,Phenotype,Phecode,Cardiomegaly,R_86,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiomegaly (Phecode),Circulatory system,NA,NA,NA
P418,Phenotype,Phecode,Nonspecific chest pain,R_87,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Nonspecific chest pain (Phecode),Circulatory system,NA,NA,NA
P418.1,Phenotype,Phecode,Precordial pain,R_87,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Precordial pain (Phecode),Circulatory system,NA,NA,NA
P420,Phenotype,Phecode,Carditis,R_88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Carditis (Phecode),Circulatory system,NA,NA,NA
P420.1,Phenotype,Phecode,Myocarditis,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Myocarditis (Phecode),Circulatory system,NA,NA,NA
P420.2,Phenotype,Phecode,Pericarditis,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Pericarditis (Phecode),Circulatory system,NA,NA,NA
P420.21,Phenotype,Phecode,Acute pericarditis,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Acute pericarditis (Phecode),Circulatory system,NA,NA,NA
P420.22,Phenotype,Phecode,Chronic pericarditis,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Chronic pericarditis (Phecode),Circulatory system,NA,NA,NA
P420.3,Phenotype,Phecode,Endocarditis,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Endocarditis (Phecode),Circulatory system,NA,NA,NA
P425,Phenotype,Phecode,Cardiomyopathy,R_88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiomyopathy (Phecode),Circulatory system,NA,NA,NA
P425.1,Phenotype,Phecode,Primary/intrinsic cardiomyopathies,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Primary/intrinsic cardiomyopathies (Phecode),Circulatory system,NA,NA,NA
P425.11,Phenotype,Phecode,Hypertrophic obstructive cardiomyopathy,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Hypertrophic obstructive cardiomyopathy (Phecode),Circulatory system,NA,NA,NA
P425.12,Phenotype,Phecode,Other hypertrophic cardiomyopathy,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other hypertrophic cardiomyopathy (Phecode),Circulatory system,NA,NA,NA
P425.2,Phenotype,Phecode,Secondary/extrinsic cardiomyopathies,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Secondary/extrinsic cardiomyopathies (Phecode),Circulatory system,NA,NA,NA
P425.8,Phenotype,Phecode,Other cardiomyopathy,R_88,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other cardiomyopathy (Phecode),Circulatory system,NA,NA,NA
P426,Phenotype,Phecode,Cardiac conduction disorders,R_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac conduction disorders (Phecode),Circulatory system,NA,NA,NA
P426.2,Phenotype,Phecode,Atrioventricular [AV] block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Atrioventricular [AV] block (Phecode),Circulatory system,NA,NA,NA
P426.21,Phenotype,Phecode,First degree AV block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,First degree AV block (Phecode),Circulatory system,NA,NA,NA
P426.22,Phenotype,Phecode,Mobitz II AV block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Mobitz II AV block (Phecode),Circulatory system,NA,NA,NA
P426.23,Phenotype,Phecode,Second degree AV block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Second degree AV block (Phecode),Circulatory system,NA,NA,NA
P426.24,Phenotype,Phecode,"Atrioventricular block, complete",R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Atrioventricular block, complete (Phecode)",Circulatory system,NA,NA,NA
P426.25,Phenotype,Phecode,Other heart block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other heart block (Phecode),Circulatory system,NA,NA,NA
P426.3,Phenotype,Phecode,Bundle branch block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Bundle branch block (Phecode),Circulatory system,NA,NA,NA
P426.31,Phenotype,Phecode,Right bundle branch block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Right bundle branch block (Phecode),Circulatory system,NA,NA,NA
P426.32,Phenotype,Phecode,Left bundle branch block,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Left bundle branch block (Phecode),Circulatory system,NA,NA,NA
P426.4,Phenotype,Phecode,Anomalous atrioventricular excitation,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Anomalous atrioventricular excitation (Phecode),Circulatory system,NA,NA,NA
P426.7,Phenotype,Phecode,Abnormal electrocardiogram [ECG] [EKG],R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Abnormal electrocardiogram [ECG] [EKG] (Phecode),Circulatory system,NA,NA,NA
P426.8,Phenotype,Phecode,Other cardiac conduction disorders,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Other cardiac conduction disorders (Phecode),Circulatory system,NA,NA,NA
P426.9,Phenotype,Phecode,Cardiac pacemaker/device in situ,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac pacemaker/device in situ (Phecode),Circulatory system,NA,NA,NA
P426.91,Phenotype,Phecode,Cardiac pacemaker in situ,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac pacemaker in situ (Phecode),Circulatory system,NA,NA,NA
P426.92,Phenotype,Phecode,Cardiac defibrillator in situ,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac defibrillator in situ (Phecode),Circulatory system,NA,NA,NA
P427,Phenotype,Phecode,Cardiac dysrhythmias,R_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Cardiac dysrhythmias (Phecode),Circulatory system,NA,NA,NA
P427.1,Phenotype,Phecode,"Paroxysmal tachycardia, unspecified",R_89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,"Paroxysmal tachycardia, unspecified (Phecode)",Circulatory system,NA,NA,NA
P427.11,Phenotype,Phecode,Paroxysmal supraventricular tachycardia,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Paroxysmal supraventricular tachycardia (Phecode),Circulatory system,NA,NA,NA
P427.12,Phenotype,Phecode,Paroxysmal ventricular tachycardia,R_89,Both,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,binary,age,Circulatory system,Paroxysmal ventricular tachycardia (Phecode),Circulatory system,NA,NA,NA
